<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
AMV,20190703,03-07-19,19.6544,19.6544,18.592,19.4581,42600,0
AMV,20190702,02-07-19,19.6574,19.7902,19.0597,19.6574,38700,0
AMV,20190701,01-07-19,19.923,19.923,19.2589,19.6574,45300,1
AMV,20190628,28-06-19,19.588,19.6544,19.256,19.5245,39100,0
AMV,20190627,27-06-19,19.7238,19.7238,19.6574,19.6574,25900,0
AMV,20190626,26-06-19,19.7902,19.7902,19.6574,19.7902,46700,0
AMV,20190625,25-06-19,19.7902,19.7902,19.3917,19.7902,26000,0
AMV,20190624,24-06-19,19.8566,19.923,19.3253,19.7902,49000,0
AMV,20190621,21-06-19,19.7902,20.1886,19.5245,19.923,35400,0
AMV,20190620,20-06-19,19.591,19.923,19.4581,19.923,26600,1
AMV,20190619,19-06-19,19.7902,19.7902,19.4581,19.591,31100,0
AMV,20190618,18-06-19,19.7902,19.7902,19.4581,19.6574,38010,1
AMV,20190617,17-06-19,19.923,19.923,19.4581,19.591,33700,0
AMV,20190614,14-06-19,20.1856,20.1856,19.7872,20.1886,19800,0
AMV,20190613,13-06-19,19.92,20.3184,19.256,20.1886,35400,0
AMV,20190612,12-06-19,20.3184,20.584,19.588,20.1886,30100,1
AMV,20190611,11-06-19,18.9904,20.252,18.5256,20.0558,37900,1
AMV,20190610,10-06-19,19.6574,20.5871,19.2589,19.2589,61800,0
AMV,20190607,07-06-19,19.256,19.5216,19.1232,19.5245,22700,1
AMV,20190606,06-06-19,19.3888,19.4552,19.1232,19.4581,48500,0
AMV,20190605,05-06-19,19.5216,19.5216,19.1232,19.4581,55700,0
AMV,20190604,04-06-19,19.6544,19.6544,19.256,19.4581,51000,0
AMV,20190603,03-06-19,19.7902,19.7902,19.2589,19.6574,63600,0
AMV,20190531,31-05-19,20.0558,20.0558,19.2589,19.8566,77600,0
AMV,20190530,30-05-19,19.6574,20.5207,19.2589,19.923,94710,1
AMV,20190529,29-05-19,20.3215,20.3879,19.6574,19.6574,93200,0
AMV,20190528,28-05-19,20.5207,20.7199,19.923,20.3879,76900,0
AMV,20190527,27-05-19,21.1184,21.1184,19.6574,20.4543,63100,0
AMV,20190524,24-05-19,21.1848,21.2512,20.4543,20.5871,87200,0
AMV,20190523,23-05-19,20.9192,21.1848,20.5871,21.1848,67800,1
AMV,20190522,22-05-19,21.5833,21.6497,20.9192,20.9192,64100,0
AMV,20190521,21-05-19,22.1809,22.9115,21.7161,21.7161,163000,0
AMV,20190520,20-05-19,21.5833,22.2474,21.5833,22.2474,61000,1
AMV,20190517,17-05-19,20.7199,21.5833,19.923,21.5833,144400,1
AMV,20190516,16-05-19,20.7863,20.7863,20.1222,20.5871,145500,0
AMV,20190515,15-05-19,20.9824,21.1152,20.7168,20.8527,127000,0
AMV,20190514,14-05-19,21.2512,21.384,20.9192,20.9856,152000,0
AMV,20190513,13-05-19,21.0488,21.3144,20.916,21.3176,101600,1
AMV,20190510,10-05-19,20.7863,21.052,20.5871,21.052,99800,1
AMV,20190509,09-05-19,20.584,20.8496,19.92,20.7199,62200,1
AMV,20190508,08-05-19,20.2551,20.3215,19.6574,20.3215,53600,1
AMV,20190507,07-05-19,21.58,21.58,20.1192,20.1886,54700,0
AMV,20190506,06-05-19,21.4472,21.4472,20.252,20.7863,63200,0
AMV,20190503,03-05-19,21.9153,21.9153,20.9192,21.052,29800,0
AMV,20190502,02-05-19,21.9153,21.9153,20.9856,21.1848,60200,1
AMV,20190426,26-04-19,20.7863,21.1848,20.2551,21.1184,72100,1
AMV,20190425,25-04-19,20.5871,20.8527,20.5207,20.5871,90000,0
AMV,20190424,24-04-19,20.9192,20.9192,20.3215,20.5871,71500,1
AMV,20190423,23-04-19,20.4512,20.584,19.9864,20.0558,33200,0
AMV,20190422,22-04-19,21.1184,21.2512,20.1222,20.5207,70900,0
AMV,20190419,19-04-19,21.1184,21.2512,20.9192,20.9192,57100,0
AMV,20190418,18-04-19,20.5871,21.1848,20.5871,21.1184,48600,1
AMV,20190417,17-04-19,21.3176,21.3176,20.5871,21.052,21500,0
AMV,20190416,16-04-19,20.9192,21.052,20.9192,21.052,20000,0
AMV,20190412,12-04-19,21.8489,21.8489,20.9192,21.1848,21900,0
AMV,20190411,11-04-19,21.5136,21.5136,20.252,21.3176,12110,1
AMV,20190410,10-04-19,20.8527,21.384,20.8527,21.2512,21800,1
AMV,20190409,09-04-19,21.1184,21.2512,20.8527,20.9192,43300,1
AMV,20190408,08-04-19,20.6504,21.248,20.584,20.8527,50100,0
AMV,20190405,05-04-19,21.9153,21.9153,18.6612,20.9192,12310,1
AMV,20190404,04-04-19,20.1856,20.1856,19.9864,20.0558,6200,0
AMV,20190403,03-04-19,20.6535,21.384,20.0558,20.5871,700,0
AMV,20190402,02-04-19,21.2512,21.2512,20.5871,20.5871,700,0
AMV,20190401,01-04-19,21.3144,21.912,19.92,21.4504,4150,0
AMV,20190329,29-03-19,21.5833,21.5833,21.5833,21.5833,1100,0
AMV,20190328,28-03-19,21.7825,21.7825,21.7825,21.7825,1200,1
AMV,20190327,27-03-19,21.5833,21.5833,21.5833,21.5833,100,0
AMV,20190326,26-03-19,21.5833,21.5833,21.5833,21.5833,1600,1
AMV,20190325,25-03-19,21.3144,21.8456,21.3144,21.3176,7800,0
AMV,20190322,22-03-19,21.912,22.0448,21.912,21.9817,16100,1
AMV,20190321,21-03-19,21.2512,22.2474,21.2512,21.9153,18400,1
AMV,20190320,20-03-19,21.8489,21.8489,20.6535,21.6497,13500,0
AMV,20190319,19-03-19,21.9153,22.1145,21.7161,21.8489,6900,1
AMV,20190318,18-03-19,21.9153,22.2474,21.7161,21.7161,35600,0
AMV,20190315,15-03-19,21.6497,21.7161,21.5833,21.7161,37000,1
AMV,20190314,14-03-19,21.5833,21.5833,21.5833,21.5833,120,1
AMV,20190313,13-03-19,21.052,21.8489,21.052,21.2512,4100,1
AMV,20190312,12-03-19,20.6535,21.2512,20.6535,20.9856,5000,1
AMV,20190311,11-03-19,21.1184,21.7825,20.9192,20.9192,4920,0
AMV,20190308,08-03-19,20.9192,21.052,20.6535,20.9192,24500,1
AMV,20190307,07-03-19,21.5136,21.5136,20.8496,20.8527,14700,0
AMV,20190306,06-03-19,21.248,21.6464,21.248,21.5168,8800,1
AMV,20190305,05-03-19,21.9153,22.1809,21.2512,21.2512,24900,0
AMV,20190304,04-03-19,22.3802,22.3802,21.9153,21.9153,9700,0
AMV,20190301,01-03-19,22.513,22.5794,22.3802,22.4466,2400,0
AMV,20190228,28-02-19,22.5794,22.5794,22.513,22.513,710,0
AMV,20190227,27-02-19,22.5794,22.7122,22.2474,22.5794,22400,1
AMV,20190226,26-02-19,22.3138,22.9115,22.3138,22.3138,10220,0
AMV,20190225,25-02-19,22.5794,22.7122,21.6497,22.3138,11120,1
AMV,20190222,22-02-19,21.8489,21.8489,21.2512,21.6497,6110,1
AMV,20190221,21-02-19,21.4472,21.4472,21.1816,21.384,14520,0
AMV,20190220,20-02-19,21.6464,21.8456,21.4472,21.4504,28200,0
AMV,20190219,19-02-19,22.1809,22.1809,21.9153,21.9153,12810,0
AMV,20190218,18-02-19,22.3768,22.7752,22.1776,22.1809,13910,0
AMV,20190215,15-02-19,22.5794,23.1107,22.4466,22.4466,9400,0
AMV,20190214,14-02-19,21.8489,23.2435,21.8489,22.5794,11100,1
AMV,20190213,13-02-19,23.5756,23.5756,21.7825,21.7825,18060,0
AMV,20190212,12-02-19,21.7161,23.5756,21.7161,23.5756,16120,0
AMV,20190211,11-02-19,23.7084,23.9076,23.642,23.642,5000,0
AMV,20190201,01-02-19,23.7748,23.7748,23.642,23.642,11500,0
AMV,20190131,31-01-19,23.7748,23.7748,23.7084,23.7084,5520,1
AMV,20190130,30-01-19,23.0408,23.3728,23.0408,23.3763,17155,0
AMV,20190129,29-01-19,23.1107,23.7748,21.5168,23.7748,11500,1
AMV,20190128,28-01-19,24.5717,24.5717,22.9115,23.1771,14000,0
AMV,20190125,25-01-19,23.1107,23.1771,23.1107,23.1771,14705,1
AMV,20190124,24-01-19,23.4427,23.4427,22.513,23.1107,16935,0
AMV,20190123,23-01-19,22.1145,23.2435,22.1145,23.2435,10000,1
AMV,20190122,22-01-19,23.572,23.6384,21.4472,21.4504,43870,0
AMV,20190121,21-01-19,23.7748,23.7748,23.5091,23.7084,58535,0
AMV,20190118,18-01-19,23.7748,23.7748,23.5091,23.7084,65700,0
AMV,20190117,17-01-19,23.9076,23.9076,23.5091,23.8412,26200,0
AMV,20190116,16-01-19,23.8412,23.9076,23.642,23.9076,48330,1
AMV,20190115,15-01-19,23.9076,23.9076,23.5756,23.8412,41600,0
AMV,20190114,14-01-19,24.0404,24.1068,23.4427,23.9076,51800,0
AMV,20190111,11-01-19,23.8376,24.568,23.24,24.0404,112520,1
AMV,20190110,10-01-19,23.7084,23.9076,23.3763,23.9076,33900,1
AMV,20190109,09-01-19,23.7084,23.8412,22.9115,23.7748,98400,0
AMV,20190108,08-01-19,23.974,23.974,23.7084,23.8412,17135,0
AMV,20190107,07-01-19,24.4389,24.4389,23.7084,23.8412,52500,0
AMV,20190104,04-01-19,24.5717,24.7709,24.4389,24.5717,44200,0
AMV,20190103,03-01-19,25.103,25.103,23.9076,25.0366,132300,0
AMV,20190102,02-01-19,25.1694,25.2358,24.9702,25.1694,92725,0
AMV,20181228,28-12-18,24.1068,25.2358,24.1068,25.2358,100800,1
AMV,20181227,27-12-18,23.9076,24.5717,23.642,24.5717,88000,1
AMV,20181226,26-12-18,24.5016,24.5016,23.3728,23.3763,111815,0
AMV,20181225,25-12-18,24.5717,24.9038,24.0404,24.4389,121200,0
AMV,20181224,24-12-18,25.2358,25.2358,24.5717,24.9038,127040,0
AMV,20181221,21-12-18,25.6304,25.6304,24.9,25.3686,161110,0
AMV,20181220,20-12-18,25.9663,25.9663,25.3022,25.8999,141500,0
AMV,20181219,19-12-18,26.232,26.232,25.8335,25.8999,106700,0
AMV,20181218,18-12-18,26.0991,26.2984,25.8999,26.232,175350,1
AMV,20181217,17-12-18,25.8296,26.0952,25.8296,26.0991,116600,1
AMV,20181214,14-12-18,25.7671,25.9663,25.7007,25.8335,200020,1
AMV,20181213,13-12-18,25.7671,25.8335,25.7007,25.7671,151300,0
AMV,20181212,12-12-18,25.5679,25.7671,25.5679,25.7671,139400,1
AMV,20181211,11-12-18,25.3686,25.5679,25.3022,25.5679,126400,0
AMV,20181210,10-12-18,25.1694,25.5679,25.103,25.5679,185900,1
AMV,20181207,07-12-18,24.9038,25.1694,24.8373,25.1694,134900,1
AMV,20181206,06-12-18,24.3688,24.7008,24.3024,24.7045,139100,0
AMV,20181205,05-12-18,24.5016,24.7008,24.1696,24.7045,144100,1
AMV,20181204,04-12-18,24.9,24.9664,24.568,24.6381,111425,0
AMV,20181203,03-12-18,24.5053,24.9038,24.4389,24.9038,138200,1
AMV,20181130,30-11-18,24.5717,24.5717,24.2397,24.5053,104500,0
AMV,20181129,29-11-18,24.5053,24.6381,24.2397,24.5717,116210,0
AMV,20181128,28-11-18,24.4389,24.6381,24.4389,24.5717,104800,0
AMV,20181127,27-11-18,24.1732,24.5717,24.1732,24.5717,121100,1
AMV,20181126,26-11-18,24.1732,24.2397,23.9076,24.2397,109510,0
AMV,20181123,23-11-18,24.1732,24.2397,24.0404,24.2397,112015,1
AMV,20181122,22-11-18,23.9704,24.1696,23.9704,24.1732,114410,1
AMV,20181121,21-11-18,23.9704,24.0368,23.7712,24.0404,123400,0
AMV,20181120,20-11-18,23.8376,24.0368,23.7048,24.0404,117800,1
AMV,20181119,19-11-18,23.642,23.8412,23.5091,23.8412,106000,1
AMV,20181116,16-11-18,23.2435,23.642,23.2435,23.642,130400,1
AMV,20181115,15-11-18,23.5091,23.5091,23.2435,23.2435,69500,0
AMV,20181114,14-11-18,23.4392,23.7712,23.4392,23.4427,103800,0
AMV,20181113,13-11-18,23.904,23.904,23.4392,23.4427,64400,0
AMV,20181112,12-11-18,23.5756,24.1068,23.2435,23.9076,120640,1
AMV,20181109,09-11-18,24.1696,24.1696,22.576,23.3763,70900,0
AMV,20181108,08-11-18,24.7045,24.7045,24.1732,24.3061,107400,0
AMV,20181107,07-11-18,24.4389,24.7709,24.3725,24.5717,152410,1
AMV,20181106,06-11-18,23.9076,24.9038,23.9076,24.4389,148230,1
AMV,20181105,05-11-18,22.3138,23.9076,22.2474,23.9076,163400,1
AMV,20181102,02-11-18,21.9153,22.3138,21.8489,22.3138,154100,1
AMV,20181101,01-11-18,21.9817,21.9817,21.7825,21.9153,126200,0
AMV,20181031,31-10-18,21.5168,21.9153,21.4504,21.9153,141800,1
AMV,20181030,30-10-18,21.7792,21.7792,21.5136,21.5168,127500,0
AMV,20181029,29-10-18,21.9153,22.0481,21.384,21.9153,123100,0
AMV,20181026,26-10-18,22.1809,22.2474,21.7161,21.9153,103820,0
AMV,20181025,25-10-18,21.912,22.244,20.5176,22.1145,104970,1
AMV,20181024,24-10-18,22.1112,22.1112,21.912,21.9817,87010,0
AMV,20181023,23-10-18,22.845,23.1771,22.2474,22.2474,160000,0
AMV,20181022,22-10-18,22.576,22.8416,22.576,22.845,129530,0
AMV,20181019,19-10-18,23.1107,23.2435,22.845,23.2435,94600,1
AMV,20181018,18-10-18,23.1771,23.1771,22.845,23.1107,59000,0
AMV,20181017,17-10-18,22.9779,23.3099,22.9779,23.1107,114340,1
AMV,20181016,16-10-18,22.7122,23.0443,22.4466,23.0443,75910,1
AMV,20181015,15-10-18,23.7712,23.7712,22.7088,22.7122,86410,0
AMV,20181012,12-10-18,22.7122,23.7748,22.5794,23.7748,141020,1
AMV,20181011,11-10-18,23.2435,23.2435,22.5794,22.5794,221470,0
AMV,20181010,10-10-18,23.7748,23.7748,22.2474,23.1771,275260,1
AMV,20181009,09-10-18,21.9817,21.9817,21.5833,21.6497,100710,1
AMV,20181008,08-10-18,21.6464,21.7128,21.4472,21.5168,115800,0
AMV,20181005,05-10-18,21.384,21.7161,21.384,21.7161,111350,1
AMV,20181004,04-10-18,22.8416,22.8416,20.9824,21.384,82800,1
AMV,20181003,03-10-18,20.3215,20.9192,19.591,20.9192,60600,1
AMV,20181002,02-10-18,21.2512,21.2512,20.1886,20.3215,85600,0
AMV,20181001,01-10-18,19.92,21.248,19.92,20.8527,172870,1
AMV,20180928,28-09-18,19.9894,20.2551,19.591,19.923,198310,0
AMV,20180927,27-09-18,20.8496,20.8496,19.8536,20.0558,185600,0
AMV,20180926,26-09-18,19.7902,20.9192,19.591,20.5871,110270,1
AMV,20180925,25-09-18,19.1896,19.9864,18.9904,19.9894,74600,1
AMV,20180924,24-09-18,18.794,19.2589,18.794,19.1925,191200,1
AMV,20180921,21-09-18,18.5256,18.7912,18.5256,18.794,154650,1
AMV,20180920,20-09-18,17.9307,18.6612,17.9307,18.5284,249310,1
AMV,20180919,19-09-18,18.0608,18.1272,17.596,17.9971,242410,0
AMV,20180918,18-09-18,17.928,18.0608,17.928,18.0635,231560,1
AMV,20180917,17-09-18,17.7315,18.0635,17.7315,17.9307,262810,1
AMV,20180914,14-09-18,17.2666,17.7979,17.001,17.7315,469000,1
AMV,20180913,13-09-18,16.3369,17.4658,16.2705,17.2666,304980,1
AMV,20180912,12-09-18,14.5438,16.3369,14.5438,16.2705,386910,1
AMV,20180911,11-09-18,16.2705,16.4697,15.0751,15.0751,273900,0
AMV,20180910,10-09-18,17.6651,17.7979,16.4033,16.4697,302830,0
AMV,20180907,07-09-18,17.2666,18.1299,16.5361,17.7979,373370,0
AMV,20180906,06-09-18,16.7353,18.1963,16.7353,17.9307,472300,1
AMV,20180905,05-09-18,16.2016,17.1312,15.8032,16.7353,398100,1
AMV,20180904,04-09-18,14.6102,16.0712,14.6102,15.6064,343100,1
AMV,20180831,31-08-18,14.0789,14.8094,14.0125,14.6102,273200,1
AMV,20180830,30-08-18,14.0768,14.1432,13.7448,14.0789,347100,0
AMV,20180829,29-08-18,13.7448,14.0768,13.612,14.0789,296700,1
AMV,20180828,28-08-18,13.7469,13.8797,13.6141,13.7469,283400,0
AMV,20180827,27-08-18,13.6805,13.8797,13.4812,13.7469,322900,1
AMV,20180824,24-08-18,14.6102,14.6102,13.282,13.6805,264000,1
AMV,20180823,23-08-18,12.0866,13.282,12.0866,13.282,409600,1
AMV,20180822,22-08-18,11.0224,12.0848,11.0224,12.0866,342600,1
AMV,20180821,21-08-18,10.692,11.0905,10.6256,11.0241,295900,1
AMV,20180820,20-08-18,10.624,10.6904,10.624,10.692,344700,0
AMV,20180817,17-08-18,10.624,10.6904,10.624,10.692,331400,1
AMV,20180816,16-08-18,10.6256,10.6256,10.4928,10.6256,292000,0
AMV,20180815,15-08-18,10.7584,10.8248,10.6256,10.6256,290700,0
AMV,20180814,14-08-18,10.6904,10.8896,10.624,10.7584,274700,1
AMV,20180813,13-08-18,10.5576,10.6904,10.4912,10.692,225500,1
AMV,20180810,10-08-18,10.8912,10.8912,10.2936,10.6256,191300,0
AMV,20180809,09-08-18,10.8896,11.0224,10.8232,10.8912,171300,0
AMV,20180808,08-08-18,11.0224,11.0224,10.8896,10.8912,167700,0
AMV,20180807,07-08-18,10.1607,11.1569,10.1607,11.0241,171100,1
AMV,20180806,06-08-18,10.0928,10.292,9.96,10.1607,144300,1
AMV,20180803,03-08-18,9.8936,10.0928,9.8936,10.0943,136600,1
AMV,20180802,02-08-18,9.9615,10.0943,9.9615,9.9615,114700,0
AMV,20180801,01-08-18,10.1592,10.292,9.96,10.0943,112300,1
AMV,20180731,31-07-18,10.1607,10.1607,10.2936,9.9615,105200,0
AMV,20180730,30-07-18,9.96,10.624,9.96,10.1607,60400,1
AMV,20180727,27-07-18,10.2936,10.6256,9.9615,9.9615,55100,0
AMV,20180726,26-07-18,10.6256,10.6256,9.9615,10.2936,54900,0
AMV,20180725,25-07-18,11.0905,11.0905,10.0943,10.6256,55300,0
AMV,20180724,24-07-18,11.2897,11.4889,10.692,11.0905,42400,0
AMV,20180723,23-07-18,11.1552,11.4872,11.1552,11.4889,3300,1
AMV,20180720,20-07-18,10.1607,11.1569,10.1607,11.1569,28500,1
AMV,20180719,19-07-18,10.1592,10.1592,10.1592,10.1607,4700,0
AMV,20180718,18-07-18,9.96,10.1592,9.96,10.1607,3900,1
AMV,20180717,17-07-18,9.8287,9.9615,9.8287,9.9615,3900,1
AMV,20180716,16-07-18,9.6295,9.8287,9.6295,9.8287,3500,1
AMV,20180713,13-07-18,9.6295,9.6295,9.0982,9.6295,3700,0
AMV,20180712,12-07-18,9.6295,9.6959,9.6295,9.6959,5000,0
AMV,20180711,11-07-18,9.8951,9.8951,9.6959,9.6959,4400,0
AMV,20180710,10-07-18,9.6295,9.8951,9.6295,9.8951,4500,0
AMV,20180709,09-07-18,9.9615,9.9615,9.9615,9.9615,3100,0
AMV,20180706,06-07-18,9.9615,10.1607,9.9615,9.9615,3300,0
AMV,20180705,05-07-18,10.4264,10.4264,9.7623,9.9615,5100,0
AMV,20180704,04-07-18,10.4928,10.4928,10.4264,10.4264,6100,0
AMV,20180703,03-07-18,10.36,10.6256,10.36,10.4928,5100,0
AMV,20180702,02-07-18,10.6256,10.8248,10.4928,10.4928,4000,0
AMV,20180629,29-06-18,10.6256,10.6256,10.6256,10.6256,5900,0
AMV,20180628,28-06-18,10.6256,10.8248,9.9615,10.6256,5800,0
AMV,20180627,27-06-18,10.4264,10.6256,10.4264,10.6256,7000,1
AMV,20180626,26-06-18,10.4264,10.4264,10.4264,10.4264,3800,0
AMV,20180625,25-06-18,10.4264,10.4264,10.4264,10.4264,4500,0
AMV,20180622,22-06-18,10.4264,10.4264,10.4264,10.4264,3000,0
AMV,20180621,21-06-18,10.2936,10.8248,10.2936,10.4264,6600,0
AMV,20180620,20-06-18,10.2936,10.4264,10.2936,10.4264,6800,0
AMV,20180619,19-06-18,10.36,10.4264,9.9615,10.4264,6800,0
AMV,20180618,18-06-18,10.4264,10.5592,10.0279,10.4264,6100,0
AMV,20180615,15-06-18,10.4264,10.5592,10.4264,10.4264,4100,0
AMV,20180614,14-06-18,10.4264,10.4264,10.4264,10.4264,3500,0
AMV,20180613,13-06-18,10.0279,10.6256,9.9615,10.4264,13100,1
AMV,20180612,12-06-18,10.4912,10.7568,9.96,10.0279,10700,0
AMV,20180611,11-06-18,10.5592,10.6256,10.36,10.6256,6400,1
AMV,20180608,08-06-18,10.36,10.7584,10.36,10.5592,7800,1
AMV,20180607,07-06-18,10.2271,10.36,10.2271,10.36,4500,1
AMV,20180606,06-06-18,9.296,10.292,9.296,10.2271,10200,1
AMV,20180605,05-06-18,9.1632,9.4288,9.0304,9.4302,7600,1
AMV,20180604,04-06-18,9.0982,9.2974,9.0982,9.2974,4000,1
AMV,20180601,01-06-18,9.0982,9.0982,8.8989,9.0982,3300,0
AMV,20180531,31-05-18,9.0982,9.1646,8.6333,9.0982,7400,0
AMV,20180530,30-05-18,8.9654,9.1646,8.9654,9.1646,4200,0
AMV,20180529,29-05-18,8.7661,9.1646,8.7661,9.1646,5300,1
AMV,20180528,28-05-18,9.3624,9.3624,8.632,8.7661,8700,0
AMV,20180525,25-05-18,9.1632,9.3624,9.1632,9.3638,3300,0
AMV,20180524,24-05-18,9.4288,9.4288,9.4288,9.4302,3000,0
AMV,20180523,23-05-18,9.4288,9.4288,9.4288,9.4302,3300,0
AMV,20180522,22-05-18,9.4288,9.628,8.4992,9.4302,44300,0
AMV,20180521,21-05-18,9.8936,9.8936,9.4288,9.4302,5200,0
AMV,20180518,18-05-18,9.6295,9.9615,9.4302,9.8951,10300,1
AMV,20180517,17-05-18,9.6295,9.8287,9.6295,9.6295,4000,0
AMV,20180516,16-05-18,9.8951,9.8951,9.6295,9.6295,4000,0
AMV,20180515,15-05-18,9.8951,9.8951,9.8287,9.8951,6100,0
AMV,20180514,14-05-18,10.6256,10.6256,9.8287,9.8951,3500,0
AMV,20180511,11-05-18,9.4302,9.9615,9.231,9.9615,10900,1
AMV,20180510,10-05-18,9.9615,9.9615,9.6295,9.6295,9300,0
AMV,20180509,09-05-18,10.1607,10.2936,9.9615,9.9615,4500,0
AMV,20180508,08-05-18,10.4248,10.5576,10.1592,10.1607,4900,0
AMV,20180507,07-05-18,10.2271,10.4264,10.2271,10.4264,3900,1
AMV,20180504,04-05-18,10.292,10.4912,10.2256,10.2271,4400,0
AMV,20180503,03-05-18,10.1607,10.2936,10.1607,10.2936,3500,1
AMV,20180502,02-05-18,10.624,10.624,10.0928,10.1607,5500,0
AMV,20180427,27-04-18,10.2256,10.3584,9.96,10.1607,14600,0
AMV,20180426,26-04-18,10.2271,10.36,10.2271,10.36,2300,0
AMV,20180424,24-04-18,10.4264,10.4264,10.2936,10.4264,5900,0
AMV,20180423,23-04-18,11.2233,11.2233,10.4264,10.4264,19700,0
AMV,20180420,20-04-18,11.2233,11.4889,11.2233,11.2233,5200,0
AMV,20180419,19-04-18,11.2233,11.2233,10.9577,11.2233,3900,0
AMV,20180418,18-04-18,11.2233,11.2233,11.2233,11.2233,2300,0
AMV,20180417,17-04-18,11.1569,11.2897,10.8248,11.2233,5600,0
AMV,20180416,16-04-18,11.2897,11.4889,10.7584,11.2897,6100,0
AMV,20180413,13-04-18,11.2897,11.2897,11.2897,11.2897,3500,0
AMV,20180412,12-04-18,11.2233,11.2897,11.2233,11.2897,2200,1
AMV,20180411,11-04-18,11.2233,11.2233,11.2233,11.2233,8700,0
AMV,20180410,10-04-18,11.2233,11.5553,11.2233,11.2233,5000,0
AMV,20180409,09-04-18,11.2233,11.2233,10.692,11.2233,6500,0
AMV,20180406,06-04-18,11.2233,11.2233,10.6256,11.2233,9800,0
AMV,20180405,05-04-18,11.2897,11.4889,11.2233,11.2233,4800,0
AMV,20180404,04-04-18,11.6882,11.7546,11.2897,11.6218,7900,0
AMV,20180403,03-04-18,11.821,11.9538,11.1569,11.7546,24900,0
AMV,20180402,02-04-18,11.9538,11.9538,11.6218,11.821,6300,0
AMV,20180330,30-03-18,11.9538,11.9538,11.821,11.9538,26500,0
AMV,20180329,29-03-18,11.8874,12.2859,11.821,11.9538,35600,1
AMV,20180328,28-03-18,11.2897,12.2194,11.2897,11.821,32700,1
AMV,20180327,27-03-18,10.9577,11.3561,10.9577,11.2897,22300,1
AMV,20180326,26-03-18,10.8912,11.1569,10.8912,10.9577,6200,1
AMV,20180323,23-03-18,10.8896,11.1552,10.8896,10.8912,4200,0
AMV,20180322,22-03-18,10.8896,10.8896,10.6904,10.8912,3500,0
AMV,20180321,21-03-18,10.956,10.956,10.8896,10.8912,6400,0
AMV,20180320,20-03-18,10.9577,11.2897,10.6256,10.9577,12600,0
AMV,20180319,19-03-18,10.8912,11.1569,10.8912,10.9577,5500,1
AMV,20180316,16-03-18,10.8896,10.8896,10.7568,10.8912,9500,0
AMV,20180315,15-03-18,10.8896,10.8896,10.8896,10.8912,6700,0
AMV,20180314,14-03-18,10.6904,10.956,10.6904,10.8912,4200,1
AMV,20180313,13-03-18,10.6904,10.6904,10.624,10.692,8400,0
AMV,20180312,12-03-18,10.6904,10.6904,10.624,10.692,7600,0
AMV,20180309,09-03-18,10.624,10.6904,10.624,10.692,6000,1
AMV,20180308,08-03-18,10.2936,11.2897,10.2936,10.6256,13400,1
AMV,20180307,07-03-18,10.0943,10.2936,10.0943,10.2936,8200,1
AMV,20180306,06-03-18,10.0928,10.0928,10.0928,10.0943,4900,0
AMV,20180305,05-03-18,10.0928,10.0928,9.96,10.0943,5300,0
AMV,20180302,02-03-18,10.0928,10.0928,10.0928,10.0943,5100,0
AMV,20180301,01-03-18,10.0928,10.0928,10.0928,10.0943,4000,0
AMV,20180228,28-02-18,10.292,10.292,10.0928,10.0943,2700,0
AMV,20180227,27-02-18,10.2936,10.2936,10.2936,10.2936,4300,0
AMV,20180226,26-02-18,10.2936,10.6256,10.2936,10.2936,3100,0
AMV,20180223,23-02-18,10.2936,10.2936,10.2936,10.2936,3000,0
AMV,20180222,22-02-18,10.2936,10.2936,10.2936,10.2936,3500,0
AMV,20180221,21-02-18,10.0943,10.4928,10.0943,10.2936,2400,1
AMV,20180213,13-02-18,9.96,10.0928,9.96,10.0943,2500,1
AMV,20180212,12-02-18,9.9615,9.9615,9.9615,9.9615,2900,0
AMV,20180209,09-02-18,9.8951,10.2936,9.8951,9.9615,7200,1
AMV,20180208,08-02-18,9.8951,10.36,9.8287,9.8951,6000,0
AMV,20180207,07-02-18,9.7623,9.9615,9.7623,9.8951,3600,1
AMV,20180206,06-02-18,9.6295,9.9615,9.0318,9.7623,6200,0
AMV,20180205,05-02-18,9.7623,9.7623,9.7623,9.7623,1600,0
AMV,20180202,02-02-18,9.2974,9.7623,9.2974,9.7623,2500,1
AMV,20180201,01-02-18,9.2974,9.2974,9.2974,9.2974,2400,0
AMV,20180131,31-01-18,9.2974,9.7623,9.2974,9.2974,3600,0
AMV,20180130,30-01-18,9.8951,9.8951,9.2974,9.2974,4700,0
AMV,20180129,29-01-18,9.9615,9.9615,9.8951,9.8951,2300,0
AMV,20180126,26-01-18,9.9615,9.9615,9.8951,9.8951,3300,0
AMV,20180125,25-01-18,9.9615,9.9615,9.9615,9.9615,3200,0
AMV,20180124,24-01-18,9.9615,9.9615,9.9615,9.9615,3300,0
AMV,20180123,23-01-18,9.9615,9.9615,9.9615,9.9615,3400,0
AMV,20180122,22-01-18,9.9615,9.9615,9.9615,9.9615,3100,0
AMV,20180119,19-01-18,9.9615,9.9615,9.9615,9.9615,1800,0
AMV,20180118,18-01-18,9.9615,9.9615,9.8287,9.9615,3400,0
AMV,20180117,17-01-18,9.9615,9.9615,9.9615,9.9615,1700,0
AMV,20180116,16-01-18,9.9615,9.9615,9.6295,9.9615,2500,0
